uid,domain,ann1,ann2,ann3,adjudicator,final_label,gold_role
edb926ecb654c4b7,Tech,positive,positive,positive,positive,positive,
e84628d49b47c7df,Tech,neutral,neutral,neutral,neutral,neutral,gold_dev
73d86d4350fed37a,Tech,neutral,neutral,neutral,neutral,neutral,
bd3effa9ce3aa119,Tech,neutral,neutral,neutral,neutral,neutral,
06afde9dd1473e09,Tech,neutral,neutral,neutral,neutral,neutral,gold_test
9080d96c017984db,Tech,neutral,neutral,negative,neutral,neutral,gold_test
0b694385a94a1142,Public,neutral,positive,neutral,neutral,neutral,gold_train
68cfefb292a1c7c3,Public,negative,negative,negative,negative,negative,gold_dev
0e472bce25271efd,Tech,neutral,neutral,neutral,neutral,neutral,
5c5e18724c1e52a9,Tech,negative,negative,negative,negative,negative,
728430bc20360158,Tech,neutral,neutral,neutral,neutral,neutral,
aea79e39fe008243,Finance,positive,neutral,neutral,neutral,neutral,gold_test
ee260c2303c0e6dc,Tech,negative,negative,negative,negative,negative,
eef08087bb2fc792,Finance,neutral,neutral,neutral,neutral,neutral,gold_train
6f54c2024f8538f0,Public,neutral,neutral,negative,neutral,neutral,gold_train
fe3230165d97f993,Tech,positive,positive,positive,positive,positive,
f83d3d28fc2e2ded,Tech,neutral,negative,neutral,neutral,neutral,
f6078caf23f5bd12,Tech,negative,negative,negative,negative,negative,
489ceb4329f2267b,Tech,neutral,neutral,neutral,neutral,neutral,
4d87aed7a02d4468,Tech,positive,negative,positive,positive,positive,
70f1b2e488db40a9,Tech,negative,negative,negative,negative,negative,
f12d707b2bec595f,Tech,positive,positive,positive,positive,positive,
1cf6ece325fe78a3,Tech,neutral,neutral,neutral,neutral,neutral,
93a7f02c67b1e2e5,Tech,neutral,neutral,neutral,neutral,neutral,
88d97d8392c81141,Tech,neutral,neutral,neutral,neutral,neutral,
b95addde869fa455,Tech,neutral,neutral,neutral,neutral,neutral,
7cb8db33ad8ec9f0,Tech,negative,negative,negative,negative,negative,
dc34aa1dbb83c47a,Tech,positive,neutral,neutral,neutral,neutral,
305afd0f0fb90adc,Tech,neutral,neutral,neutral,neutral,neutral,
cb56c5b486d15f5d,Tech,positive,neutral,neutral,neutral,neutral,
9d632f346fb52c64,Tech,neutral,neutral,neutral,neutral,neutral,
97c66a694cb3468b,Public,neutral,neutral,neutral,neutral,neutral,gold_test
fbffce46ed72cd91,Tech,neutral,neutral,neutral,neutral,neutral,
5f77614878c2ea3d,Tech,neutral,neutral,neutral,neutral,neutral,
32281452eb0a753a,Finance,negative,negative,negative,negative,negative,gold_test
90f79785dc28bf95,Tech,neutral,neutral,positive,neutral,neutral,
5ae8fd1c183e3624,Tech,negative,negative,negative,negative,negative,
0bff06fdaf6ce667,Tech,neutral,neutral,neutral,neutral,neutral,
d0dd7bba283174a3,Tech,neutral,neutral,neutral,neutral,neutral,
9e32d527fcd7024a,Tech,neutral,neutral,neutral,neutral,neutral,
995fb8fa28054d51,Tech,positive,positive,positive,positive,positive,
5c233b31ed03dba6,Tech,negative,negative,neutral,negative,negative,
7b59b40714485575,Tech,negative,negative,positive,negative,negative,
7446bfdf7c6079d4,Finance,neutral,neutral,neutral,neutral,neutral,gold_train
f5928bc6ecfab4df,Tech,neutral,neutral,neutral,neutral,neutral,
153313efb22f7659,Tech,positive,positive,positive,positive,positive,
d0cb35ec16d96566,Tech,neutral,negative,negative,negative,negative,
126ef2da1f9f6eb5,Tech,negative,negative,negative,negative,negative,
c7c23f8188e6b216,Tech,positive,positive,negative,positive,positive,
731c13d6e4d8a3a2,Tech,negative,neutral,neutral,neutral,neutral,
35a336e8c4c4d1d4,Tech,negative,negative,neutral,negative,negative,
7e259e1d4ee3576a,Tech,negative,neutral,negative,negative,negative,
0db847102fef0e90,Tech,neutral,neutral,neutral,neutral,neutral,
ddef200415b2b1ca,Tech,negative,negative,negative,negative,negative,
981ac27cea574543,Finance,neutral,neutral,neutral,neutral,neutral,gold_dev
cf82b2d78693ae39,Tech,positive,neutral,neutral,neutral,neutral,
d8aa9b9a23c1d3f1,Tech,neutral,neutral,neutral,neutral,neutral,
6eab9407c0552381,Tech,negative,neutral,neutral,neutral,neutral,
bd73340f66fe4456,Tech,neutral,neutral,neutral,neutral,neutral,
4ef14c31e449388b,Tech,neutral,neutral,neutral,neutral,neutral,
b212495589826daa,Tech,positive,positive,positive,positive,positive,
9b6d93e4c66783ad,Tech,positive,positive,positive,positive,positive,
267b0698f8af876f,Tech,positive,positive,positive,positive,positive,
a59abdf4cc81e1d2,Public,neutral,neutral,neutral,neutral,neutral,gold_dev
69e51916de0927bc,Tech,neutral,neutral,neutral,neutral,neutral,
8e4625ea3afb16a3,Tech,neutral,neutral,neutral,neutral,neutral,
2ae25b5ecdba1469,Finance,neutral,negative,neutral,neutral,neutral,gold_test
07600fd21e7682c5,Tech,negative,negative,negative,negative,negative,
ea51ad7b1a3cd95e,Tech,neutral,neutral,neutral,neutral,neutral,
ed8b935387fe3bac,Tech,neutral,neutral,neutral,neutral,neutral,
034134f8e3fd51fe,Tech,neutral,neutral,positive,neutral,neutral,
c8ab39e689822a55,Tech,neutral,neutral,neutral,neutral,neutral,
f21c820cc533e147,Tech,neutral,neutral,neutral,neutral,neutral,
328ebabdaf0597ea,Tech,negative,negative,negative,negative,negative,
c3005e7fc9a6c3e8,Tech,positive,positive,positive,positive,positive,
0899f71a80fe1d74,Tech,negative,negative,negative,negative,negative,
dbdf1c9ae33853fc,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
04795153860ba098,Tech,negative,negative,negative,negative,negative,
6f4c80ebb55177eb,Tech,neutral,neutral,neutral,neutral,neutral,
45a583494e348ab7,Tech,positive,positive,positive,positive,positive,
73d375a8822cbc9d,Tech,positive,positive,positive,positive,positive,
128ddcc03103379f,Tech,neutral,neutral,neutral,neutral,neutral,gold_train
40444479972ec55a,Tech,neutral,neutral,negative,neutral,neutral,
baffae1f5bc98455,Tech,neutral,neutral,neutral,neutral,neutral,
5c0cf2fbb2fb8ac3,Tech,negative,neutral,neutral,neutral,neutral,
63cc3068b2d8ecbb,Tech,negative,negative,negative,negative,negative,
7e1f77204646cec2,Retail,neutral,neutral,positive,neutral,neutral,gold_dev
ec73cab5fc4b5078,Finance,positive,positive,positive,positive,positive,gold_dev
92db215b05a07d18,Tech,neutral,neutral,neutral,neutral,neutral,
cd54de462a659cb7,Tech,neutral,neutral,neutral,neutral,neutral,
269c758406effd18,Public,neutral,neutral,neutral,neutral,neutral,gold_train
e11f4f0d8df54ccd,Tech,neutral,neutral,neutral,neutral,neutral,
486b1ebd6c77ba99,Tech,negative,neutral,neutral,neutral,neutral,
0d2b511c604ef4e8,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
decc7387732464bf,Tech,positive,positive,positive,positive,positive,
7f18e754f6c356e0,Tech,negative,negative,positive,negative,negative,
3f133d008a71abd3,Tech,negative,negative,negative,negative,negative,
7aa47e90fa9c655b,Tech,negative,negative,negative,negative,negative,
8ccb0d08e0dd829c,Tech,neutral,neutral,neutral,neutral,neutral,
190f43a6a8c7799b,Tech,positive,negative,positive,positive,positive,
926a3389162dc210,Tech,negative,negative,negative,negative,negative,
bf5313e571566cab,Tech,neutral,neutral,positive,neutral,neutral,
6f152e532f478b48,Tech,positive,positive,negative,positive,positive,
e427c453133678dc,Tech,neutral,neutral,neutral,neutral,neutral,
c82d73000ea8fbf4,Tech,neutral,neutral,neutral,neutral,neutral,
6acf4f3312a52548,Tech,neutral,neutral,neutral,neutral,neutral,gold_dev
09465408ff8b61fb,Tech,positive,positive,positive,positive,positive,
aa762fab4030be70,Tech,negative,negative,negative,negative,negative,
73747d675244fd92,Tech,positive,positive,positive,positive,positive,
ee40f1657b83e389,Tech,neutral,neutral,neutral,neutral,neutral,
bf48f39e163567ab,Tech,neutral,neutral,neutral,neutral,neutral,
847743cfcb0af497,Public,neutral,neutral,neutral,neutral,neutral,gold_train
b6c6c76d74f13b17,Tech,neutral,neutral,neutral,neutral,neutral,
8042296486526555,Retail,positive,positive,positive,positive,positive,gold_test
17f28262f8e4d9d8,Retail,positive,positive,positive,positive,positive,gold_test
2304b4c1dfce166f,Tech,positive,positive,positive,positive,positive,
18505b561e85bc61,Public,positive,positive,positive,positive,positive,gold_train
3dbde106d957e890,Public,positive,positive,positive,positive,positive,gold_train
7780bad161ff60aa,Finance,neutral,neutral,neutral,neutral,neutral,gold_dev
c8f51c8704c85834,Finance,neutral,neutral,neutral,neutral,neutral,gold_dev
d8f8f54e59cb30e5,Tech,negative,negative,negative,negative,negative,
53b2f9a3ed4a2299,Tech,positive,neutral,neutral,neutral,neutral,
fecc96cbc821f255,Tech,neutral,neutral,neutral,neutral,neutral,
78088a883539ab5f,Tech,negative,negative,negative,negative,negative,
759329af21d43650,Tech,negative,negative,negative,negative,negative,
681134a1a007bd85,Tech,neutral,neutral,neutral,neutral,neutral,
07f88a7fa38b8aa3,Tech,neutral,negative,negative,negative,negative,
47847cec0909fa88,Tech,neutral,neutral,neutral,neutral,neutral,
2b23a97f8d88ef4d,Tech,neutral,neutral,neutral,neutral,neutral,
5f63859921fa44d6,Retail,neutral,neutral,neutral,neutral,neutral,gold_dev
d76714353fdebe8a,Public,neutral,neutral,neutral,neutral,neutral,gold_train
5bd9927db80ec881,Public,positive,positive,positive,positive,positive,gold_train
d821faba170de03c,Public,neutral,neutral,neutral,neutral,neutral,gold_train
32af257f23e298ed,Public,neutral,neutral,neutral,neutral,neutral,gold_train
478ecb1145ab1fac,Tech,neutral,neutral,neutral,neutral,neutral,
cc4e8ec8534ffb8b,Tech,neutral,neutral,neutral,neutral,neutral,
adc7f745c0cdab5b,Tech,positive,neutral,neutral,neutral,neutral,
8a7be8309b41681f,Tech,positive,positive,positive,positive,positive,
aa9f3a80b4dfd405,Tech,neutral,neutral,neutral,neutral,neutral,
c17e578ecc665193,Finance,neutral,neutral,neutral,neutral,neutral,gold_dev
c623eb7ffcd67d1a,Finance,neutral,neutral,neutral,neutral,neutral,gold_dev
38483622140353a3,Finance,neutral,neutral,neutral,neutral,neutral,gold_dev
592eb9d588c3c7a4,Tech,negative,negative,positive,negative,negative,
8a5e7a18bf6268de,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
0a26c7e767cbb94d,Finance,negative,neutral,neutral,neutral,neutral,gold_train
ad872d5ed9628f13,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
fec03811efca2d61,Tech,neutral,neutral,neutral,neutral,neutral,
43f085396577f298,Tech,neutral,neutral,neutral,neutral,neutral,
26d8853d6639d8d6,Tech,negative,positive,positive,positive,positive,
84652ecd40f28cfb,Tech,positive,positive,positive,positive,positive,
96a45a707ba31313,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
d90090563181899e,Finance,neutral,neutral,neutral,neutral,neutral,gold_dev
47ccdd1f26fd8cef,Tech,negative,negative,negative,negative,negative,
87a49daa10274a9f,Finance,neutral,positive,neutral,neutral,neutral,gold_test
4cb55fbcc59da752,Finance,neutral,neutral,negative,neutral,neutral,gold_test
53259838251d2e6f,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
cd9e08798465ff49,Public,neutral,neutral,neutral,neutral,neutral,gold_dev
4034bee2866b1eb6,Tech,neutral,negative,negative,negative,negative,
2c8a03dcbc03cd1d,Finance,neutral,neutral,neutral,neutral,neutral,gold_dev
b2b2e02168cea39e,Tech,neutral,neutral,neutral,neutral,neutral,
e232e7b35e971409,Tech,neutral,neutral,neutral,neutral,neutral,
41040c38038f6808,Tech,positive,positive,positive,positive,positive,
aa3a077996f49760,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
e586f9ef7b898fa8,Tech,negative,neutral,neutral,neutral,neutral,gold_test
e6e8b1420134a3ec,Tech,neutral,positive,neutral,neutral,neutral,
d519a95edc06cda1,Finance,neutral,negative,neutral,neutral,neutral,gold_test
bbc34336530c93ee,Tech,positive,positive,positive,positive,positive,
b9654b665cd5ceb3,Tech,neutral,neutral,neutral,neutral,neutral,
bfbc0c4923255bc1,Tech,neutral,neutral,neutral,neutral,neutral,
215f870fa4fddb74,Tech,positive,positive,negative,positive,positive,
806f4700289f04e7,Finance,neutral,positive,neutral,neutral,neutral,gold_test
4726af3049010404,Tech,negative,negative,negative,negative,negative,
7d31f7d6fe284d24,Retail,neutral,neutral,neutral,neutral,neutral,gold_test
b97a732d2f8574f1,Tech,neutral,neutral,positive,neutral,neutral,
95de8f14fe43ae2d,Finance,neutral,neutral,neutral,neutral,neutral,gold_train
1c9991401557bde8,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
b643d7410ebee228,Finance,negative,neutral,neutral,neutral,neutral,gold_test
7772c59615eb325f,Tech,neutral,neutral,neutral,neutral,neutral,
5497e6b0ca44d23c,Tech,neutral,neutral,negative,neutral,neutral,
75e9e9c8de6dff5a,Finance,neutral,positive,neutral,neutral,neutral,gold_test
84ac1e261a56df6b,Tech,positive,positive,positive,positive,positive,
8ef327c5b209776e,Tech,neutral,neutral,neutral,neutral,neutral,
7a9a4517f6f3cdd4,Tech,neutral,neutral,neutral,neutral,neutral,
6a95287a27abe91a,Tech,positive,positive,negative,positive,positive,
ffef2bda8cd2ffab,Tech,positive,positive,positive,positive,positive,
9ffaf7876536cc9c,Finance,neutral,neutral,neutral,neutral,neutral,gold_train
1457d827fea08f5f,Tech,positive,negative,negative,negative,negative,
57a1a03d979cd623,Tech,neutral,neutral,negative,neutral,neutral,
58ddba933082f51d,Tech,negative,negative,neutral,neutral,neutral,
b27c296a518eb60a,Tech,neutral,neutral,neutral,neutral,neutral,
51d456a1b761f2d0,Tech,neutral,neutral,neutral,neutral,neutral,
45f2bd5ec1779398,Tech,negative,negative,negative,negative,negative,
34468703d43b1da8,Tech,negative,negative,negative,negative,negative,
8985e23ba698f916,Finance,neutral,positive,neutral,neutral,neutral,gold_test
5f70bc59aa268546,Finance,neutral,neutral,neutral,neutral,neutral,gold_train
ee30a1cfbf2d30ed,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
b4de4b9ae7fbfd6e,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
06ad3dc03b7d20ed,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
c950e01b52fc9fd1,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
227e07a450ae1908,Finance,negative,neutral,neutral,neutral,neutral,gold_test
b5da864f23a83655,Finance,neutral,neutral,neutral,neutral,neutral,gold_dev
36d3951ac9d72f44,Tech,negative,negative,negative,negative,negative,
f10e30212f09d963,Tech,negative,negative,negative,negative,negative,
9f6ca84d60d54332,Public,neutral,neutral,neutral,neutral,neutral,gold_train
b353192b28997f1a,Tech,neutral,positive,neutral,neutral,neutral,
d9885d5665116451,Tech,negative,negative,negative,negative,negative,
78901ec50ce649a0,Tech,neutral,neutral,neutral,neutral,neutral,
775bade8bd76ce34,Tech,neutral,neutral,neutral,neutral,neutral,gold_test
27ca1ec4fa5f5611,Tech,positive,negative,positive,neutral,neutral,
e8f8994e20f7a072,Tech,neutral,neutral,positive,neutral,neutral,
cbef19e26c09c059,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
320428f9b0855839,Retail,neutral,neutral,neutral,neutral,neutral,gold_dev
1f1db1955f413686,Tech,neutral,negative,neutral,neutral,neutral,
1f68c0204c841b88,Tech,neutral,neutral,neutral,neutral,neutral,
c1cdeeabfec89852,Tech,neutral,neutral,neutral,neutral,neutral,
4459b7196ab0e74c,Tech,neutral,neutral,neutral,neutral,neutral,gold_train
8f9d24fabf80b924,Tech,neutral,neutral,neutral,neutral,neutral,
0c6743eb3869e202,Tech,positive,positive,positive,positive,positive,
ea1942e139fcb7cc,Public,neutral,neutral,neutral,neutral,neutral,gold_train
d66ae2ad897d0996,Tech,negative,negative,negative,negative,negative,
ea6ee67d5b2c1100,Tech,neutral,negative,neutral,neutral,neutral,
03804534f8edd373,Social,negative,negative,negative,negative,negative,gold_test
0b785f14f6cec542,Tech,negative,negative,negative,negative,negative,
19d425b3d01503b9,Tech,positive,positive,neutral,positive,positive,
84c6bdea1612c61f,Tech,neutral,neutral,neutral,neutral,neutral,
63e7c5a9250b489c,Tech,neutral,neutral,neutral,neutral,neutral,
97d5a2a745fe53fb,Tech,neutral,positive,neutral,neutral,neutral,
1d082b03e17a9cbc,Finance,neutral,neutral,neutral,neutral,neutral,gold_train
22e4535b58270a33,Tech,positive,positive,positive,positive,positive,
c66d97ffbb31806a,Tech,positive,positive,positive,positive,positive,
0d4530adf2370f41,Tech,negative,negative,negative,negative,negative,
e83529fb3750fa5d,Tech,neutral,neutral,neutral,neutral,neutral,
5651a011dea296be,Tech,neutral,neutral,neutral,neutral,neutral,
8b778a54e69b0265,Tech,negative,neutral,neutral,neutral,neutral,
3dfd7816ec362af0,Tech,neutral,neutral,neutral,neutral,neutral,
88327348c4dcf0f8,Tech,neutral,neutral,neutral,neutral,neutral,
5a26cbd9b4cbbcf8,Tech,neutral,neutral,neutral,neutral,neutral,
aa495ada658ad628,Tech,negative,negative,negative,negative,negative,
8adbaf87cdd82dfc,Tech,positive,positive,neutral,positive,positive,
fdee822188146af9,Tech,positive,positive,positive,positive,positive,
b2e09f914aac4cd5,Tech,positive,positive,positive,positive,positive,
59390d0a6653add5,Tech,neutral,neutral,neutral,neutral,neutral,gold_dev
11ddccebeaff3c51,Tech,neutral,neutral,neutral,neutral,neutral,
be930714b638380f,Tech,negative,negative,negative,negative,negative,
c77114efd1c4925d,Tech,positive,negative,negative,negative,negative,
993444b0e71c4ca2,Tech,negative,negative,negative,negative,negative,
f7d7e6aa6249fc87,Tech,neutral,positive,positive,positive,positive,
2180a440692867da,Tech,negative,negative,negative,negative,negative,gold_test
9458910913740caf,Retail,neutral,positive,neutral,neutral,neutral,gold_dev
f2c0942f574b2924,Tech,neutral,neutral,neutral,neutral,neutral,
0d1fe78b809db6ea,Tech,negative,neutral,negative,negative,negative,
9fa3d8828d5a4357,Retail,neutral,neutral,neutral,neutral,neutral,gold_dev
6640d4e4cbd98087,Tech,neutral,neutral,neutral,neutral,neutral,
9b07edd75ac0f632,Tech,neutral,neutral,neutral,neutral,neutral,
b0b6f3b0afd450c1,Tech,neutral,neutral,neutral,neutral,neutral,
f8efffaf4a1dbec0,Tech,negative,negative,negative,negative,negative,gold_train
00335454acf159ae,Retail,neutral,neutral,neutral,neutral,neutral,gold_dev
d1a6bded827a942d,Tech,negative,negative,positive,negative,negative,
37d567b242b291b0,Tech,neutral,positive,neutral,neutral,neutral,
fc0a35eb225c4c47,Tech,neutral,neutral,neutral,neutral,neutral,
1eaf25dcfe11914b,Tech,negative,negative,negative,negative,negative,
a4c9742606ff1792,Tech,negative,neutral,negative,negative,negative,
e9cccacb96641232,Tech,negative,negative,negative,negative,negative,
aef42c561cb2ae0e,Tech,positive,neutral,neutral,neutral,neutral,
f3544f2ea472bc17,Tech,positive,neutral,positive,positive,positive,
d5a82058dd1a664a,Tech,negative,negative,positive,negative,negative,
3308acaaf2535e3c,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
74087c4c557ff027,Finance,positive,positive,positive,positive,positive,gold_test
8f871b6ac9cdd8cc,Tech,negative,negative,negative,negative,negative,
8e89a1c345f71cd5,Tech,positive,positive,positive,positive,positive,
f18c79c3a89bf862,Tech,neutral,neutral,neutral,neutral,neutral,
802317f698258233,Tech,neutral,neutral,neutral,neutral,neutral,
f95ce0f623ef4e9e,Tech,neutral,neutral,neutral,neutral,neutral,
10b64395c5984732,Tech,positive,positive,neutral,neutral,neutral,gold_dev
d8ad44cefa9f40f4,Tech,neutral,neutral,neutral,neutral,neutral,
16095ff65dca6d08,Tech,neutral,neutral,neutral,neutral,neutral,
6ca56cfa3aae66a6,Tech,negative,negative,negative,negative,negative,
ad85d7e652b584f2,Tech,negative,negative,negative,negative,negative,
1bfaa116bbedf784,Tech,negative,negative,negative,negative,negative,
900b3862074e6837,Tech,neutral,neutral,neutral,neutral,neutral,
f51963dd6cc2ea60,Tech,negative,negative,negative,negative,negative,
e39915c2a88ac1cc,Tech,neutral,neutral,neutral,neutral,neutral,
05c5c86e45e34747,Tech,negative,negative,negative,negative,negative,
bea0fee387a6a79d,Tech,negative,negative,negative,negative,negative,
eec3d207dc67df72,Tech,positive,positive,positive,positive,positive,
6bb8875bb5e44295,Tech,positive,positive,positive,positive,positive,
79a2255a9247f846,Tech,neutral,neutral,neutral,neutral,neutral,
8af1243820e15554,Tech,neutral,neutral,neutral,neutral,neutral,
f855f01062cdfe5b,Finance,neutral,neutral,neutral,neutral,neutral,gold_train
34cf0310a4ca7fd2,Tech,positive,positive,positive,positive,positive,
96ee923952e332e3,Tech,positive,neutral,positive,positive,positive,
fe102bafbb32ced9,Finance,neutral,neutral,neutral,neutral,neutral,gold_dev
76f1ea42ecd5850a,Tech,positive,positive,positive,positive,positive,
b56fac0541a11f2c,Tech,neutral,positive,positive,positive,positive,
80548ae6ee287311,Retail,neutral,neutral,positive,neutral,neutral,gold_test
912df594fe4bdaa1,Tech,positive,positive,positive,positive,positive,
b3b1286c87ebc7de,Tech,neutral,neutral,neutral,neutral,neutral,
403954eaadb11f1f,Tech,positive,positive,positive,positive,positive,
9e5fcef30b5903be,Tech,positive,positive,positive,positive,positive,
70d8781e5e3a40ba,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
f9cf8288ee5ceae0,Finance,neutral,neutral,neutral,neutral,neutral,gold_dev
cec06cdd951d39e1,Tech,positive,positive,positive,positive,positive,
bc19b5137f5fec04,Finance,neutral,neutral,neutral,neutral,neutral,gold_dev
a74261ae5dce9d08,Tech,positive,positive,positive,positive,positive,
2ec38c3b80eb2830,Tech,positive,positive,positive,positive,positive,
9fdc173326e51eeb,Tech,positive,positive,negative,positive,positive,
8a7ec61a8641ab9d,Tech,positive,positive,positive,positive,positive,
926050a09f02ad9d,Retail,neutral,neutral,neutral,neutral,neutral,gold_dev
9a53dccf94d463df,Tech,positive,positive,positive,positive,positive,
3080457014e6da1c,Finance,neutral,negative,neutral,neutral,neutral,gold_dev
3f1aabc15c188b1a,Tech,positive,positive,positive,positive,positive,
be3cd12e3afd7ec0,Tech,positive,positive,positive,positive,positive,
03a1fb9d955bcdfd,Tech,positive,positive,positive,positive,positive,
5965e276022dfaee,Tech,neutral,neutral,neutral,neutral,neutral,
1f9cf0df8be90793,Tech,positive,negative,negative,negative,negative,
d761243914a5d258,Tech,negative,negative,negative,negative,negative,
97c9c80ac52d8e4e,Tech,neutral,neutral,neutral,neutral,neutral,
f96b6d03ce76e7e3,Tech,negative,negative,negative,negative,negative,
96baea38036ca459,Tech,negative,negative,negative,negative,negative,
1e13a9b8339942a9,Tech,neutral,negative,neutral,neutral,neutral,
12108b51c07e5f3d,Tech,neutral,neutral,neutral,neutral,neutral,
82246f8bbadc5894,Public,positive,positive,positive,positive,positive,gold_train
1fe1600e0f917027,Retail,positive,neutral,neutral,neutral,neutral,gold_test
30305a17a43c6ee1,Tech,negative,neutral,neutral,neutral,neutral,
d080f4ad2c24975f,Retail,neutral,neutral,neutral,neutral,neutral,gold_dev
fa01f85c1e644d0e,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
8dc2488b778ae015,Tech,negative,negative,negative,negative,negative,
73ef197e555240fb,Tech,neutral,neutral,neutral,neutral,neutral,
7b2725fe17334052,Retail,positive,positive,positive,positive,positive,gold_test
1a7be6864b24c621,Tech,positive,positive,positive,positive,positive,
632a8ba61740cd21,Tech,negative,negative,negative,negative,negative,
2a5300f1cbed6076,Tech,neutral,neutral,neutral,neutral,neutral,
29e181eca2823fef,Tech,positive,negative,negative,positive,positive,
c5e3e5624c262d10,Tech,neutral,neutral,neutral,neutral,neutral,
0bc65eda1e01655d,Tech,neutral,neutral,neutral,neutral,neutral,
bf75272f96314d1c,Tech,neutral,neutral,neutral,neutral,neutral,
c3badc41d0367d41,Finance,neutral,neutral,positive,neutral,neutral,gold_dev
2a088b9b5ead8959,Retail,neutral,neutral,neutral,neutral,neutral,gold_dev
440081f42edfea81,Tech,negative,negative,negative,negative,negative,
1c9d99a116094145,Finance,negative,neutral,neutral,neutral,neutral,gold_train
0dce99dc53567351,Tech,neutral,neutral,neutral,neutral,neutral,
a771275657d572ab,Tech,negative,positive,negative,negative,negative,
cab2c4e72220ade7,Finance,neutral,neutral,neutral,neutral,neutral,gold_dev
9bed7ba9ed107ef1,Public,neutral,negative,neutral,neutral,neutral,gold_dev
ef134a6833c0f348,Tech,neutral,neutral,neutral,neutral,neutral,
7b1e0afceb63d414,Tech,positive,positive,positive,positive,positive,
2eccf8905d3ff264,Tech,neutral,neutral,neutral,neutral,neutral,
de1ad6299f447cbb,Tech,positive,positive,positive,positive,positive,
a631f3a66b0416de,Tech,neutral,neutral,neutral,neutral,neutral,
0ed946c0a3c9c2d8,Tech,positive,positive,positive,positive,positive,
8b3bf367d02e6d62,Tech,positive,positive,positive,positive,positive,
450669421a4f311f,Tech,neutral,neutral,neutral,neutral,neutral,
f8c2af154501d60f,Tech,neutral,neutral,neutral,neutral,neutral,
efa11c01963fb867,Tech,neutral,neutral,neutral,neutral,neutral,
9a6f639d51e5ad03,Tech,neutral,neutral,neutral,neutral,neutral,
6feb44ef4e5481d3,Tech,negative,negative,negative,negative,negative,
ca33ba9b563ad6d8,Tech,neutral,neutral,neutral,neutral,neutral,
d9f2a283b6577add,Public,negative,negative,negative,negative,negative,gold_dev
05fb86b5ffcb2544,Tech,neutral,neutral,neutral,neutral,neutral,gold_train
f66095c6218238f5,Tech,positive,positive,positive,positive,positive,
8963e0f47ec0ef45,Retail,neutral,neutral,neutral,neutral,neutral,gold_dev
f43b11076c5ca3b2,Tech,negative,negative,negative,negative,negative,
5733135e9ee900c4,Finance,neutral,neutral,neutral,neutral,neutral,gold_dev
9a2b7f18fafaadc3,Tech,neutral,neutral,neutral,neutral,neutral,
690a1944945eb155,Tech,negative,negative,negative,negative,negative,
364085e201047daa,Tech,negative,negative,neutral,negative,negative,
36bd443c36e19f1a,Tech,neutral,neutral,neutral,neutral,neutral,
d380a7f9792f30c0,Tech,negative,negative,negative,negative,negative,
66201e54bb320c90,Retail,neutral,neutral,neutral,neutral,neutral,gold_dev
9f6dc0b7b07e99e0,Tech,neutral,neutral,positive,positive,positive,
7d802135303f64be,Tech,negative,negative,negative,negative,negative,
5e13c250558bb234,Finance,neutral,negative,neutral,neutral,neutral,gold_train
3166b82fb754ebbc,Tech,positive,positive,positive,positive,positive,
751ef10d1c1c22cc,Finance,neutral,negative,neutral,neutral,neutral,gold_dev
bbb435a8ec0cdbca,Tech,neutral,negative,neutral,neutral,neutral,
73963657ac604916,Tech,negative,negative,negative,negative,negative,
e78003df0520b5bd,Tech,neutral,neutral,neutral,neutral,neutral,
853128d509329709,Tech,neutral,neutral,neutral,neutral,neutral,
dfa2cba2bc742846,Tech,neutral,neutral,neutral,neutral,neutral,
d68d1052c959d742,Tech,neutral,neutral,neutral,neutral,neutral,
33fa935fb8c3e89e,Tech,neutral,neutral,neutral,neutral,neutral,
949ca5f5dadf6f7e,Tech,neutral,neutral,neutral,neutral,neutral,gold_train
45623cc3b410bb67,Tech,neutral,neutral,neutral,neutral,neutral,
1a11cb337a501da7,Finance,neutral,neutral,neutral,neutral,neutral,gold_train
990f0fdcad11c2d6,Finance,neutral,neutral,neutral,neutral,neutral,gold_train
25bc04bf6084c717,Social,negative,negative,negative,negative,negative,gold_test
eec303d896ebe9ff,Tech,neutral,neutral,neutral,neutral,neutral,
5e94aefe243cb4df,Tech,neutral,neutral,neutral,neutral,neutral,
e506b934c7a9205a,Tech,positive,positive,positive,positive,positive,
4054a8ea5ff115f6,Tech,positive,positive,positive,positive,positive,
84de1a963bfed75b,Tech,positive,neutral,positive,positive,positive,
